      0.29644000E+02     -0.44325000E+00     -0.40281750E+02         0.10532E+03    0.20225E+01
      0.16261500E+02      0.39100000E+00     -0.64988500E+02         0.12986E+03    0.21135E+01
      0.21457750E+02      0.24750000E-01     -0.92612250E+02         0.16425E+03    0.22155E+01
      0.24091500E+02     -0.53995000E+01     -0.16647500E+01         0.87174E+02    0.19404E+01
      0.31246250E+02     -0.85475000E+00     -0.54374250E+02         0.13019E+03    0.21146E+01
      0.18020250E+02      0.19362500E+01     -0.36221000E+02         0.57556E+02    0.17601E+01
      0.18504750E+02      0.27982500E+01     -0.20933500E+02         0.83822E+02    0.19234E+01
      0.18914000E+02     -0.24282500E+01     -0.24967750E+02         0.88482E+02    0.19469E+01
      0.33163500E+02      0.90550000E+00     -0.90826750E+02         0.28416E+03    0.24536E+01
      0.31384750E+02      0.16042500E+01     -0.61360750E+02         0.11907E+03    0.20758E+01
      0.28265500E+02     -0.74972500E+01     -0.41208250E+02         0.18386E+03    0.22645E+01
      0.25594500E+02      0.53467500E+01     -0.61464750E+02         0.89715E+02    0.19529E+01
      0.31971500E+02      0.46880000E+01     -0.13562500E+01         0.15212E+03    0.21822E+01
      0.29070250E+02     -0.11365000E+01     -0.91952000E+02         0.24299E+03    0.23856E+01
      0.24284750E+02      0.52327500E+01     -0.60748750E+02         0.89732E+02    0.19529E+01
      0.23478250E+02     -0.53900000E+01     -0.27075000E+01         0.82024E+02    0.19139E+01
      0.26621500E+02      0.19557500E+01     -0.41427500E+02         0.75745E+02    0.18794E+01
      0.33214750E+02     -0.45675000E+01     -0.18687750E+02         0.21551E+03    0.23335E+01
      0.20896000E+02      0.55825000E+01     -0.91684250E+02         0.22650E+03    0.23551E+01
      0.18337250E+02      0.71100000E+00     -0.35382500E+02         0.56710E+02    0.17537E+01
      0.19425250E+02     -0.24230000E+01     -0.76083500E+02         0.73348E+02    0.18654E+01
      0.28493250E+02     -0.58625000E+01     -0.42857750E+02         0.16219E+03    0.22100E+01
      0.29861250E+02      0.23260000E+01     -0.76002000E+02         0.74576E+02    0.18726E+01
      0.27587500E+02      0.33662500E+01     -0.52968750E+02         0.62209E+02    0.17939E+01
      0.29371000E+02      0.74420000E+01     -0.14157500E+01         0.14091E+03    0.21489E+01
      0.18806750E+02     -0.22640000E+01     -0.24188750E+02         0.83338E+02    0.19208E+01
      0.19365500E+02      0.35995000E+01     -0.20123000E+02         0.84306E+02    0.19259E+01
      0.26516250E+02      0.10375000E+00     -0.44026250E+02         0.77518E+02    0.18894E+01
      0.20267500E+02     -0.68645000E+01     -0.89681000E+02         0.56773E+02    0.17541E+01
      0.16159250E+02      0.15822500E+01     -0.13725000E+01         0.11014E+03    0.20419E+01
      0.21928250E+02      0.15200000E+00     -0.55976250E+02         0.10890E+03    0.20370E+01
      0.28700000E+02      0.62367500E+01     -0.26805000E+02         0.10864E+03    0.20360E+01
      0.28282250E+02      0.23210000E+01     -0.54003750E+02         0.68513E+02    0.18358E+01
      0.28305250E+02      0.27207500E+01     -0.11166750E+02         0.12218E+03    0.20870E+01
      0.27976500E+02     -0.49992500E+01     -0.20790750E+02         0.12872E+03    0.21096E+01
      0.20065000E+02     -0.74290000E+01     -0.91245500E+02         0.90939E+02    0.19588E+01
      0.23962250E+02     -0.46575000E+01     -0.20047250E+02         0.10156E+03    0.20067E+01
      0.18546250E+02     -0.66000000E-01     -0.74220250E+02         0.87311E+02    0.19411E+01
      0.22594500E+02     -0.74502500E+01     -0.42280000E+02         0.14917E+03    0.21737E+01
      0.24206250E+02     -0.39625000E+00     -0.89820500E+02         0.11796E+03    0.20717E+01
      0.27325500E+02      0.77622500E+01     -0.90207000E+02         0.23991E+03    0.23801E+01
      0.23319750E+02      0.60050000E+00     -0.55440500E+02         0.10224E+03    0.20096E+01
      0.29163750E+02     -0.41425000E+00     -0.93299250E+02         0.25747E+03    0.24107E+01
      0.30021500E+02     -0.62425000E+00     -0.91384000E+02         0.23963E+03    0.23795E+01
      0.27950000E+02     -0.76975000E+00     -0.93147000E+02         0.23757E+03    0.23758E+01
      0.27384750E+02      0.67157500E+01     -0.87845250E+02         0.19433E+03    0.22885E+01
      0.20932750E+02     -0.25875000E+00     -0.19428750E+02         0.80614E+02    0.19064E+01
      0.27254000E+02     -0.59437500E+01     -0.20769000E+02         0.13548E+03    0.21319E+01
      0.23103750E+02      0.46250000E+00     -0.91380000E+02         0.14717E+03    0.21678E+01
      0.24073000E+02     -0.41450000E+00     -0.91844250E+02         0.15234E+03    0.21828E+01
      0.29625250E+02      0.77420000E+01     -0.97066750E+02         0.37225E+03    0.25708E+01
      0.28005000E+02     -0.30200000E+00     -0.55580750E+02         0.10181E+03    0.20078E+01
      0.21234750E+02      0.38750000E-01     -0.85198750E+02         0.82339E+02    0.19156E+01
      0.18183250E+02     -0.19975000E+01     -0.23521750E+02         0.77250E+02    0.18879E+01
      0.32461250E+02     -0.14032500E+01     -0.17377750E+02         0.18489E+03    0.22669E+01
      0.28305500E+02      0.15250000E+00     -0.40405500E+02         0.92401E+02    0.19657E+01
      0.31505000E+02      0.23137500E+01     -0.76041250E+02         0.89250E+02    0.19506E+01
      0.31746500E+02     -0.26050000E+00     -0.81850750E+02         0.14533E+03    0.21623E+01
      0.28105250E+02     -0.15410000E+01     -0.54831750E+02         0.10846E+03    0.20353E+01
      0.23397000E+02      0.49667500E+01     -0.40700000E+01         0.88950E+02    0.19491E+01
      0.29888250E+02     -0.61262500E+01     -0.75423250E+02         0.16046E+03    0.22054E+01
      0.31413000E+02      0.51987500E+01     -0.51457500E+01         0.13550E+03    0.21319E+01
      0.27377250E+02     -0.17690000E+01     -0.55297750E+02         0.11392E+03    0.20566E+01
      0.23238000E+02     -0.92887500E+01     -0.92838000E+02         0.30402E+03    0.24829E+01
      0.29320500E+02      0.75620000E+01     -0.33398750E+02         0.12022E+03    0.20800E+01
      0.28921500E+02     -0.73247500E+01     -0.39992000E+02         0.18084E+03    0.22573E+01
      0.29712250E+02      0.66512500E+01     -0.96240500E+02         0.35425E+03    0.25493E+01
